investor_id,days_gap,churn_risk_status
INV002095,295.0,At-Risk
INV002096,215.0,At-Risk
INV002097,,Active
INV002098,131.0,At-Risk
INV002099,72.0,At-Risk
INV002101,248.0,At-Risk
INV002102,63.0,At-Risk
INV002103,58.0,At-Risk
INV002104,159.0,At-Risk
INV002106,315.0,At-Risk
INV002107,298.0,At-Risk
INV002108,317.0,At-Risk
INV002109,,Active
INV002110,199.0,At-Risk
INV002111,123.0,At-Risk
INV002112,152.0,At-Risk
INV002113,201.0,At-Risk
INV002114,,Active
INV002115,301.0,At-Risk
INV002116,78.0,At-Risk
INV002117,166.0,At-Risk
INV002118,,Active
INV002119,195.0,At-Risk
INV002120,173.0,At-Risk
INV002121,197.0,At-Risk
INV002122,97.0,At-Risk
INV002123,160.0,At-Risk
INV002124,169.0,At-Risk
INV002125,88.0,At-Risk
INV002126,153.0,At-Risk
INV002127,113.0,At-Risk
INV002128,176.0,At-Risk
INV002129,156.0,At-Risk
INV002130,95.0,At-Risk
INV002131,129.0,At-Risk
INV002132,2.0,Active
INV002133,272.0,At-Risk
INV002134,180.0,At-Risk
INV002135,184.0,At-Risk
INV002136,183.0,At-Risk
INV002137,221.0,At-Risk
INV002138,189.0,At-Risk
INV002139,170.0,At-Risk
INV002140,162.0,At-Risk
INV002141,84.0,At-Risk
INV002142,162.0,At-Risk
INV002143,148.0,At-Risk
INV002144,238.0,At-Risk
INV002145,169.0,At-Risk
INV002146,175.0,At-Risk
INV002147,,Active
INV002148,268.0,At-Risk
INV002149,215.0,At-Risk
INV002150,216.0,At-Risk
INV002151,201.0,At-Risk
INV002152,212.0,At-Risk
INV002153,194.0,At-Risk
INV002154,175.0,At-Risk
INV002155,190.0,At-Risk
INV002156,196.0,At-Risk
INV002157,142.0,At-Risk
INV002158,158.0,At-Risk
INV002159,104.0,At-Risk
INV002160,,Active
INV002161,176.0,At-Risk
INV002162,198.0,At-Risk
INV002163,306.0,At-Risk
INV002164,116.0,At-Risk
INV002165,,Active
INV002166,248.0,At-Risk
INV002167,184.0,At-Risk
INV002168,391.0,At-Risk
INV002169,,Active
INV002170,172.0,At-Risk
INV002171,150.0,At-Risk
INV002172,205.0,At-Risk
INV002173,148.0,At-Risk
INV002174,178.0,At-Risk
INV002175,,Active
INV002176,191.0,At-Risk
INV002177,330.0,At-Risk
INV002178,236.0,At-Risk
INV002179,171.0,At-Risk
INV002180,175.0,At-Risk
INV002181,,Active
INV002182,148.0,At-Risk
INV002183,241.0,At-Risk
INV002184,242.0,At-Risk
INV002185,92.0,At-Risk
INV002186,167.0,At-Risk
INV002187,221.0,At-Risk
INV002188,51.0,At-Risk
INV002189,266.0,At-Risk
INV002190,175.0,At-Risk
INV002191,125.0,At-Risk
INV002192,109.0,At-Risk
INV002193,,Active
INV002194,,Active
INV002195,154.0,At-Risk
INV002196,115.0,At-Risk
INV002197,56.0,At-Risk
INV002198,93.0,At-Risk
INV002199,94.0,At-Risk
INV002200,355.0,At-Risk
INV002201,195.0,At-Risk
INV002202,276.0,At-Risk
INV002204,280.0,At-Risk
INV002205,366.0,At-Risk
INV002206,141.0,At-Risk
INV002207,252.0,At-Risk
INV002208,142.0,At-Risk
INV002209,271.0,At-Risk
INV002211,109.0,At-Risk
INV002212,230.0,At-Risk
INV002213,143.0,At-Risk
INV002214,118.0,At-Risk
INV002215,205.0,At-Risk
INV002216,172.0,At-Risk
INV002217,166.0,At-Risk
INV002218,181.0,At-Risk
INV002219,166.0,At-Risk
INV002220,130.0,At-Risk
INV002222,,Active
INV002223,390.0,At-Risk
INV002224,90.0,At-Risk
INV002225,148.0,At-Risk
INV002226,22.0,Active
INV002227,39.0,At-Risk
INV002228,109.0,At-Risk
INV002229,101.0,At-Risk
INV002230,171.0,At-Risk
INV002232,174.0,At-Risk
INV002233,,Active
INV002234,171.0,At-Risk
INV002235,137.0,At-Risk
INV002236,119.0,At-Risk
INV002237,142.0,At-Risk
INV002238,161.0,At-Risk
INV002239,334.0,At-Risk
INV002240,266.0,At-Risk
INV002241,124.0,At-Risk
INV002242,227.0,At-Risk
INV002243,389.0,At-Risk
INV002244,179.0,At-Risk
INV002245,280.0,At-Risk
INV002246,,Active
INV002247,33.0,Active
INV002248,73.0,At-Risk
INV002249,109.0,At-Risk
INV002250,108.0,At-Risk
INV002251,157.0,At-Risk
INV002252,130.0,At-Risk
INV002253,,Active
INV002255,95.0,At-Risk
INV002256,115.0,At-Risk
INV002257,273.0,At-Risk
INV002258,262.0,At-Risk
INV002259,89.0,At-Risk
INV002260,235.0,At-Risk
INV002261,162.0,At-Risk
INV002262,70.0,At-Risk
INV002264,197.0,At-Risk
INV002265,244.0,At-Risk
INV002266,276.0,At-Risk
INV002267,130.0,At-Risk
INV002268,,Active
INV002269,380.0,At-Risk
INV002270,168.0,At-Risk
INV002271,102.0,At-Risk
INV002272,,Active
INV002273,137.0,At-Risk
INV002274,130.0,At-Risk
INV002275,182.0,At-Risk
INV002276,163.0,At-Risk
INV002277,127.0,At-Risk
INV002278,474.0,At-Risk
INV002279,92.0,At-Risk
INV002280,182.0,At-Risk
INV002281,162.0,At-Risk
INV002282,102.0,At-Risk
INV002283,168.0,At-Risk
INV002284,277.0,At-Risk
INV002285,6.0,Active
INV002286,122.0,At-Risk
INV002287,235.0,At-Risk
INV002288,97.0,At-Risk
INV002290,112.0,At-Risk
INV002291,78.0,At-Risk
INV002292,236.0,At-Risk
INV002294,163.0,At-Risk
INV002295,159.0,At-Risk
INV002296,,Active
INV002297,260.0,At-Risk
INV002298,37.0,At-Risk
INV002299,83.0,At-Risk
INV002300,251.0,At-Risk
INV002301,,Active
INV002302,102.0,At-Risk
INV002304,104.0,At-Risk
INV002306,276.0,At-Risk
INV002307,127.0,At-Risk
INV002308,111.0,At-Risk
INV002309,0.0,Active
INV002310,87.0,At-Risk
INV002311,331.0,At-Risk
INV002312,228.0,At-Risk
INV002314,181.0,At-Risk
INV002315,174.0,At-Risk
INV002316,300.0,At-Risk
INV002317,,Active
INV002318,413.0,At-Risk
INV002319,123.0,At-Risk
INV002320,,Active
INV002321,,Active
INV002322,102.0,At-Risk
INV002323,193.0,At-Risk
INV002324,113.0,At-Risk
INV002325,112.0,At-Risk
INV002326,255.0,At-Risk
INV002327,215.0,At-Risk
INV002328,191.0,At-Risk
INV002329,183.0,At-Risk
INV002330,51.0,At-Risk
INV002332,250.0,At-Risk
INV002333,115.0,At-Risk
INV002334,148.0,At-Risk
INV002335,,Active
INV002336,,Active
INV002337,,Active
INV002338,178.0,At-Risk
INV002339,78.0,At-Risk
INV002341,89.0,At-Risk
INV002342,212.0,At-Risk
INV002343,115.0,At-Risk
INV002344,206.0,At-Risk
INV002345,161.0,At-Risk
INV002346,42.0,At-Risk
INV002347,79.0,At-Risk
INV002348,166.0,At-Risk
INV002349,75.0,At-Risk
INV002350,220.0,At-Risk
INV002351,204.0,At-Risk
INV002352,239.0,At-Risk
INV002353,134.0,At-Risk
INV002355,,Active
INV002357,240.0,At-Risk
INV002358,209.0,At-Risk
INV002360,129.0,At-Risk
INV002361,198.0,At-Risk
INV002363,148.0,At-Risk
INV002364,87.0,At-Risk
INV002365,227.0,At-Risk
INV002366,318.0,At-Risk
INV002367,134.0,At-Risk
INV002368,215.0,At-Risk
INV002369,136.0,At-Risk
INV002370,237.0,At-Risk
INV002371,,Active
INV002372,133.0,At-Risk
INV002373,154.0,At-Risk
INV002374,34.0,Active
INV002375,103.0,At-Risk
INV002376,,Active
INV002377,164.0,At-Risk
INV002378,212.0,At-Risk
INV002379,369.0,At-Risk
INV002380,195.0,At-Risk
INV002381,182.0,At-Risk
INV002382,77.0,At-Risk
INV002383,,Active
INV002384,92.0,At-Risk
INV002385,41.0,At-Risk
INV002386,,Active
INV002387,254.0,At-Risk
INV002388,84.0,At-Risk
INV002389,126.0,At-Risk
INV002390,100.0,At-Risk
INV002391,124.0,At-Risk
INV002392,117.0,At-Risk
INV002393,188.0,At-Risk
INV002394,126.0,At-Risk
INV002395,225.0,At-Risk
INV002396,,Active
INV002397,141.0,At-Risk
INV002399,219.0,At-Risk
INV002400,141.0,At-Risk
INV002401,125.0,At-Risk
INV002402,89.0,At-Risk
INV002403,372.0,At-Risk
INV002404,91.0,At-Risk
INV002405,158.0,At-Risk
INV002406,,Active
INV002407,167.0,At-Risk
INV002408,107.0,At-Risk
INV002409,125.0,At-Risk
INV002410,,Active
INV002411,380.0,At-Risk
INV002412,115.0,At-Risk
INV002413,189.0,At-Risk
INV002414,65.0,At-Risk
INV002415,110.0,At-Risk
INV002416,123.0,At-Risk
INV002417,190.0,At-Risk
INV002418,128.0,At-Risk
INV002419,,Active
INV002420,107.0,At-Risk
INV002421,,Active
INV002422,139.0,At-Risk
INV002423,127.0,At-Risk
INV002424,138.0,At-Risk
INV002425,97.0,At-Risk
INV002426,148.0,At-Risk
INV002427,56.0,At-Risk
INV002428,,Active
INV002429,216.0,At-Risk
INV002430,139.0,At-Risk
INV002431,261.0,At-Risk
INV002432,289.0,At-Risk
INV002433,,Active
INV002434,217.0,At-Risk
INV002435,122.0,At-Risk
INV002436,216.0,At-Risk
INV002437,212.0,At-Risk
INV002438,,Active
INV002440,190.0,At-Risk
INV002441,192.0,At-Risk
INV002442,89.0,At-Risk
INV002443,,Active
INV002444,16.0,Active
INV002445,117.0,At-Risk
INV002446,192.0,At-Risk
INV002447,,Active
INV002448,65.0,At-Risk
INV002449,148.0,At-Risk
INV002450,158.0,At-Risk
INV002451,272.0,At-Risk
INV002452,125.0,At-Risk
INV002453,87.0,At-Risk
INV002454,77.0,At-Risk
INV002455,,Active
INV002457,300.0,At-Risk
INV002458,232.0,At-Risk
INV002459,161.0,At-Risk
INV002460,276.0,At-Risk
INV002461,204.0,At-Risk
INV002462,,Active
INV002463,236.0,At-Risk
INV002464,97.0,At-Risk
INV002465,28.0,Active
INV002466,270.0,At-Risk
INV002467,116.0,At-Risk
INV002468,120.0,At-Risk
INV002469,208.0,At-Risk
INV002470,,Active
INV002471,98.0,At-Risk
INV002472,158.0,At-Risk
INV002473,320.0,At-Risk
INV002474,,Active
INV002475,119.0,At-Risk
INV002476,235.0,At-Risk
INV002477,58.0,At-Risk
INV002478,,Active
INV002479,260.0,At-Risk
INV002481,,Active
INV002483,96.0,At-Risk
INV002484,,Active
INV002485,136.0,At-Risk
INV002486,229.0,At-Risk
INV002487,48.0,At-Risk
INV002488,199.0,At-Risk
INV002489,144.0,At-Risk
INV002490,125.0,At-Risk
INV002491,17.0,Active
INV002493,276.0,At-Risk
INV002494,,Active
INV002495,174.0,At-Risk
INV002496,156.0,At-Risk
INV002497,152.0,At-Risk
INV002498,,Active
INV002499,251.0,At-Risk
INV002500,223.0,At-Risk
INV002502,222.0,At-Risk
INV002503,94.0,At-Risk
INV002504,206.0,At-Risk
INV002505,449.0,At-Risk
INV002506,130.0,At-Risk
INV002507,192.0,At-Risk
INV002508,171.0,At-Risk
INV002509,74.0,At-Risk
INV002510,176.0,At-Risk
INV002511,,Active
INV002512,3.0,Active
INV002513,114.0,At-Risk
INV002514,11.0,Active
INV002515,24.0,Active
INV002516,77.0,At-Risk
INV002517,,Active
INV002518,284.0,At-Risk
INV002519,,Active
INV002520,202.0,At-Risk
INV002521,206.0,At-Risk
INV002523,179.0,At-Risk
INV002524,,Active
INV002525,233.0,At-Risk
INV002526,174.0,At-Risk
INV002527,93.0,At-Risk
INV002528,241.0,At-Risk
INV002529,202.0,At-Risk
INV002530,175.0,At-Risk
INV002531,182.0,At-Risk
INV002532,223.0,At-Risk
INV002533,88.0,At-Risk
INV002534,354.0,At-Risk
INV002535,78.0,At-Risk
INV002536,133.0,At-Risk
INV002538,250.0,At-Risk
INV002539,65.0,At-Risk
INV002540,291.0,At-Risk
INV002541,,Active
INV002542,188.0,At-Risk
INV002543,116.0,At-Risk
INV002544,,Active
INV002545,333.0,At-Risk
INV002546,152.0,At-Risk
INV002547,181.0,At-Risk
INV002548,339.0,At-Risk
INV002549,204.0,At-Risk
INV002550,199.0,At-Risk
INV002551,164.0,At-Risk
INV002552,184.0,At-Risk
INV002553,241.0,At-Risk
INV002554,100.0,At-Risk
INV002555,172.0,At-Risk
INV002556,69.0,At-Risk
INV002557,264.0,At-Risk
INV002558,297.0,At-Risk
INV002559,,Active
INV002560,155.0,At-Risk
INV002561,68.0,At-Risk
INV002562,,Active
INV002563,114.0,At-Risk
INV002564,,Active
INV002565,281.0,At-Risk
INV002566,323.0,At-Risk
INV002567,127.0,At-Risk
INV002568,144.0,At-Risk
INV002569,,Active
INV002570,150.0,At-Risk
INV002571,225.0,At-Risk
INV002572,108.0,At-Risk
INV002573,,Active
INV002574,139.0,At-Risk
INV002575,128.0,At-Risk
INV002576,160.0,At-Risk
INV002577,78.0,At-Risk
INV002578,443.0,At-Risk
INV002579,71.0,At-Risk
INV002580,65.0,At-Risk
INV002582,173.0,At-Risk
INV002583,162.0,At-Risk
INV002584,,Active
INV002585,124.0,At-Risk
INV002586,168.0,At-Risk
INV002587,291.0,At-Risk
INV002588,203.0,At-Risk
INV002589,,Active
INV002590,125.0,At-Risk
INV002591,139.0,At-Risk
INV002592,149.0,At-Risk
INV002593,181.0,At-Risk
INV002594,244.0,At-Risk
INV002595,55.0,At-Risk
INV002596,325.0,At-Risk
INV002597,301.0,At-Risk
INV002598,179.0,At-Risk
INV002599,234.0,At-Risk
INV002600,102.0,At-Risk
INV002601,54.0,At-Risk
INV002602,151.0,At-Risk
INV002603,,Active
INV002604,218.0,At-Risk
INV002605,405.0,At-Risk
INV002606,248.0,At-Risk
INV002607,,Active
INV002608,177.0,At-Risk
INV002610,334.0,At-Risk
INV002611,,Active
INV002612,162.0,At-Risk
INV002613,143.0,At-Risk
INV002614,108.0,At-Risk
INV002615,,Active
INV002616,223.0,At-Risk
INV002617,275.0,At-Risk
INV002618,,Active
INV002619,219.0,At-Risk
INV002620,345.0,At-Risk
INV002621,186.0,At-Risk
INV002622,244.0,At-Risk
INV002623,,Active
INV002624,,Active
INV002625,143.0,At-Risk
INV002626,191.0,At-Risk
INV002627,182.0,At-Risk
INV002628,322.0,At-Risk
INV002629,227.0,At-Risk
INV002630,82.0,At-Risk
INV002631,178.0,At-Risk
INV002632,180.0,At-Risk
INV002633,101.0,At-Risk
INV002634,25.0,Active
INV002635,127.0,At-Risk
INV002636,118.0,At-Risk
INV002637,227.0,At-Risk
INV002639,55.0,At-Risk
INV002640,153.0,At-Risk
INV002641,99.0,At-Risk
INV002642,181.0,At-Risk
INV002643,229.0,At-Risk
INV002645,133.0,At-Risk
INV002646,,Active
INV002647,153.0,At-Risk
INV002648,190.0,At-Risk
INV002649,174.0,At-Risk
INV002650,19.0,Active
INV002651,,Active
INV002652,235.0,At-Risk
INV002653,,Active
INV002654,115.0,At-Risk
INV002655,24.0,Active
INV002656,90.0,At-Risk
INV002657,301.0,At-Risk
INV002658,,Active
INV002659,224.0,At-Risk
INV002660,210.0,At-Risk
INV002661,60.0,At-Risk
INV002662,284.0,At-Risk
INV002664,130.0,At-Risk
INV002666,100.0,At-Risk
INV002668,186.0,At-Risk
INV002669,80.0,At-Risk
INV002670,230.0,At-Risk
INV002671,163.0,At-Risk
INV002672,,Active
INV002673,147.0,At-Risk
INV002674,153.0,At-Risk
INV002675,138.0,At-Risk
INV002676,110.0,At-Risk
INV002677,,Active
INV002678,,Active
INV002679,278.0,At-Risk
INV002680,160.0,At-Risk
INV002681,161.0,At-Risk
INV002682,107.0,At-Risk
INV002683,14.0,Active
INV002684,266.0,At-Risk
INV002685,247.0,At-Risk
INV002686,236.0,At-Risk
INV002687,193.0,At-Risk
INV002688,122.0,At-Risk
INV002689,115.0,At-Risk
INV002690,,Active
INV002691,,Active
INV002692,,Active
INV002693,72.0,At-Risk
INV002694,54.0,At-Risk
INV002695,,Active
INV002696,315.0,At-Risk
INV002697,199.0,At-Risk
INV002698,98.0,At-Risk
INV002699,318.0,At-Risk
INV002700,140.0,At-Risk
INV002701,185.0,At-Risk
INV002702,127.0,At-Risk
INV002703,202.0,At-Risk
INV002704,139.0,At-Risk
INV002705,70.0,At-Risk
INV002706,133.0,At-Risk
INV002707,151.0,At-Risk
INV002708,116.0,At-Risk
INV002709,206.0,At-Risk
INV002710,3.0,Active
INV002711,230.0,At-Risk
INV002712,174.0,At-Risk
INV002713,162.0,At-Risk
INV002714,177.0,At-Risk
INV002715,,Active
INV002716,342.0,At-Risk
INV002717,362.0,At-Risk
INV002718,112.0,At-Risk
INV002719,170.0,At-Risk
INV002720,283.0,At-Risk
INV002721,,Active
INV002722,178.0,At-Risk
INV002723,102.0,At-Risk
INV002724,187.0,At-Risk
INV002725,291.0,At-Risk
INV002726,84.0,At-Risk
INV002727,178.0,At-Risk
INV002728,,Active
INV002729,,Active
INV002732,151.0,At-Risk
INV002733,150.0,At-Risk
INV002734,178.0,At-Risk
INV002735,136.0,At-Risk
INV002736,323.0,At-Risk
INV002737,104.0,At-Risk
INV002738,31.0,Active
INV002739,132.0,At-Risk
INV002740,474.0,At-Risk
INV002741,190.0,At-Risk
INV002742,,Active
INV002743,190.0,At-Risk
INV002744,139.0,At-Risk
INV002745,115.0,At-Risk
INV002746,206.0,At-Risk
INV002747,82.0,At-Risk
INV002748,173.0,At-Risk
INV002749,,Active
INV002750,254.0,At-Risk
INV002751,102.0,At-Risk
INV002752,171.0,At-Risk
INV002753,153.0,At-Risk
INV002754,162.0,At-Risk
INV002755,,Active
INV002756,460.0,At-Risk
INV002757,206.0,At-Risk
INV002758,263.0,At-Risk
INV002759,112.0,At-Risk
INV002760,,Active
INV002761,312.0,At-Risk
INV002762,238.0,At-Risk
INV002763,409.0,At-Risk
INV002764,155.0,At-Risk
INV002765,332.0,At-Risk
INV002766,151.0,At-Risk
INV002767,145.0,At-Risk
INV002768,,Active
INV002769,141.0,At-Risk
INV002770,262.0,At-Risk
INV002771,374.0,At-Risk
INV002772,168.0,At-Risk
INV002773,405.0,At-Risk
INV002774,211.0,At-Risk
INV002775,53.0,At-Risk
INV002776,274.0,At-Risk
INV002777,,Active
INV002778,350.0,At-Risk
INV002779,151.0,At-Risk
INV002780,213.0,At-Risk
INV002781,21.0,Active
INV002782,105.0,At-Risk
INV002783,126.0,At-Risk
INV002784,178.0,At-Risk
INV002785,45.0,At-Risk
INV002786,124.0,At-Risk
INV002787,280.0,At-Risk
INV002788,124.0,At-Risk
INV002789,35.0,Active
INV002790,284.0,At-Risk
INV002791,285.0,At-Risk
INV002792,202.0,At-Risk
INV002793,125.0,At-Risk
INV002794,111.0,At-Risk
INV002795,,Active
INV002796,220.0,At-Risk
INV002797,,Active
INV002798,275.0,At-Risk
INV002799,129.0,At-Risk
INV002800,108.0,At-Risk
INV002801,127.0,At-Risk
INV002802,63.0,At-Risk
INV002803,176.0,At-Risk
INV002804,209.0,At-Risk
INV002805,332.0,At-Risk
INV002806,365.0,At-Risk
INV002807,194.0,At-Risk
INV002808,120.0,At-Risk
INV002809,276.0,At-Risk
INV002810,139.0,At-Risk
INV002811,203.0,At-Risk
INV002813,149.0,At-Risk
INV002814,198.0,At-Risk
INV002815,,Active
INV002816,129.0,At-Risk
INV002817,159.0,At-Risk
INV002818,366.0,At-Risk
INV002819,69.0,At-Risk
INV002820,,Active
INV002822,108.0,At-Risk
INV002823,333.0,At-Risk
INV002824,223.0,At-Risk
INV002825,348.0,At-Risk
INV002826,91.0,At-Risk
INV002827,200.0,At-Risk
INV002828,211.0,At-Risk
INV002829,136.0,At-Risk
INV002830,219.0,At-Risk
INV002831,72.0,At-Risk
INV002832,129.0,At-Risk
INV002833,297.0,At-Risk
INV002834,231.0,At-Risk
INV002835,233.0,At-Risk
INV002836,,Active
INV002837,,Active
INV002838,116.0,At-Risk
INV002839,114.0,At-Risk
INV002840,186.0,At-Risk
INV002841,102.0,At-Risk
INV002842,,Active
INV002843,128.0,At-Risk
INV002845,,Active
INV002846,255.0,At-Risk
INV002847,129.0,At-Risk
INV002848,,Active
INV002849,99.0,At-Risk
INV002850,166.0,At-Risk
INV002851,280.0,At-Risk
INV002852,207.0,At-Risk
INV002853,,Active
INV002854,273.0,At-Risk
INV002855,196.0,At-Risk
INV002856,212.0,At-Risk
INV002857,,Active
INV002858,161.0,At-Risk
INV002859,198.0,At-Risk
INV002860,280.0,At-Risk
INV002861,211.0,At-Risk
INV002862,270.0,At-Risk
INV002863,199.0,At-Risk
INV002864,175.0,At-Risk
INV002865,50.0,At-Risk
INV002866,148.0,At-Risk
INV002867,125.0,At-Risk
INV002868,169.0,At-Risk
INV002869,169.0,At-Risk
INV002870,109.0,At-Risk
INV002871,,Active
INV002872,199.0,At-Risk
INV002873,235.0,At-Risk
INV002874,192.0,At-Risk
INV002875,98.0,At-Risk
INV002876,348.0,At-Risk
INV002877,111.0,At-Risk
INV002878,,Active
INV002879,125.0,At-Risk
INV002881,110.0,At-Risk
INV002882,191.0,At-Risk
INV002883,176.0,At-Risk
INV002884,,Active
INV002885,,Active
INV002886,137.0,At-Risk
INV002888,85.0,At-Risk
INV002890,230.0,At-Risk
INV002891,166.0,At-Risk
INV002892,209.0,At-Risk
INV002893,148.0,At-Risk
INV002894,11.0,Active
INV002895,171.0,At-Risk
INV002896,110.0,At-Risk
INV002897,147.0,At-Risk
INV002898,111.0,At-Risk
INV002899,269.0,At-Risk
INV002900,136.0,At-Risk
INV002901,131.0,At-Risk
INV002902,35.0,Active
INV002903,176.0,At-Risk
INV002904,104.0,At-Risk
INV002905,221.0,At-Risk
INV002906,74.0,At-Risk
INV002907,,Active
INV002908,139.0,At-Risk
INV002909,263.0,At-Risk
INV002910,367.0,At-Risk
INV002911,218.0,At-Risk
INV002912,342.0,At-Risk
INV002913,168.0,At-Risk
INV002914,4.0,Active
INV002915,117.0,At-Risk
INV002917,379.0,At-Risk
INV002919,,Active
INV002920,99.0,At-Risk
INV002921,121.0,At-Risk
INV002922,,Active
INV002923,220.0,At-Risk
INV002924,41.0,At-Risk
INV002925,226.0,At-Risk
INV002926,207.0,At-Risk
INV002927,79.0,At-Risk
INV002928,7.0,Active
INV002929,445.0,At-Risk
INV002930,127.0,At-Risk
INV002931,157.0,At-Risk
INV002932,161.0,At-Risk
INV002933,160.0,At-Risk
INV002934,170.0,At-Risk
INV002935,72.0,At-Risk
INV002936,,Active
INV002937,184.0,At-Risk
INV002939,127.0,At-Risk
INV002940,417.0,At-Risk
INV002941,154.0,At-Risk
INV002942,180.0,At-Risk
INV002943,188.0,At-Risk
INV002944,181.0,At-Risk
INV002945,139.0,At-Risk
INV002946,122.0,At-Risk
INV002947,152.0,At-Risk
INV002948,365.0,At-Risk
INV002949,188.0,At-Risk
INV002950,119.0,At-Risk
INV002951,82.0,At-Risk
INV002952,137.0,At-Risk
INV002953,106.0,At-Risk
INV002954,218.0,At-Risk
INV002955,,Active
INV002956,255.0,At-Risk
INV002957,225.0,At-Risk
INV002958,,Active
INV002959,104.0,At-Risk
INV002960,,Active
INV002961,231.0,At-Risk
INV002962,,Active
INV002963,27.0,Active
INV002964,242.0,At-Risk
INV002966,210.0,At-Risk
INV002967,391.0,At-Risk
INV002968,269.0,At-Risk
INV002969,35.0,Active
INV002970,,Active
INV002971,198.0,At-Risk
INV002972,,Active
INV002973,200.0,At-Risk
INV002974,105.0,At-Risk
INV002975,85.0,At-Risk
INV002976,,Active
INV002977,211.0,At-Risk
INV002978,317.0,At-Risk
INV002979,265.0,At-Risk
INV002980,117.0,At-Risk
INV002982,203.0,At-Risk
INV002983,,Active
INV002984,200.0,At-Risk
INV002985,91.0,At-Risk
INV002986,485.0,At-Risk
INV002988,,Active
INV002989,182.0,At-Risk
INV002990,,Active
INV002991,328.0,At-Risk
INV002992,93.0,At-Risk
INV002993,280.0,At-Risk
INV002994,142.0,At-Risk
INV002995,,Active
INV002996,136.0,At-Risk
INV002997,166.0,At-Risk
INV002998,6.0,Active
INV002999,,Active
INV003000,137.0,At-Risk
INV003001,,Active
INV003002,225.0,At-Risk
INV003003,100.0,At-Risk
INV003004,209.0,At-Risk
INV003005,107.0,At-Risk
INV003006,,Active
INV003007,162.0,At-Risk
INV003008,233.0,At-Risk
INV003009,84.0,At-Risk
INV003010,303.0,At-Risk
INV003011,154.0,At-Risk
INV003012,122.0,At-Risk
INV003013,,Active
INV003014,144.0,At-Risk
INV003015,91.0,At-Risk
INV003016,73.0,At-Risk
INV003017,266.0,At-Risk
INV003018,156.0,At-Risk
INV003019,,Active
INV003020,208.0,At-Risk
INV003021,182.0,At-Risk
INV003022,123.0,At-Risk
INV003023,259.0,At-Risk
INV003024,122.0,At-Risk
INV003025,65.0,At-Risk
INV003026,,Active
INV003027,108.0,At-Risk
INV003028,183.0,At-Risk
INV003029,,Active
INV003031,70.0,At-Risk
INV003032,260.0,At-Risk
INV003033,196.0,At-Risk
INV003034,118.0,At-Risk
INV003035,,Active
INV003036,138.0,At-Risk
INV003037,300.0,At-Risk
INV003038,83.0,At-Risk
INV003039,,Active
INV003040,194.0,At-Risk
INV003041,327.0,At-Risk
INV003042,191.0,At-Risk
INV003043,131.0,At-Risk
INV003044,237.0,At-Risk
INV003045,71.0,At-Risk
INV003046,39.0,At-Risk
INV003047,215.0,At-Risk
INV003048,84.0,At-Risk
INV003049,318.0,At-Risk
INV003051,76.0,At-Risk
INV003052,158.0,At-Risk
INV003053,216.0,At-Risk
INV003054,209.0,At-Risk
INV003055,209.0,At-Risk
INV003057,157.0,At-Risk
INV003058,130.0,At-Risk
INV003059,284.0,At-Risk
INV003060,135.0,At-Risk
INV003061,201.0,At-Risk
INV003062,,Active
INV003063,112.0,At-Risk
INV003064,134.0,At-Risk
INV003065,150.0,At-Risk
INV003066,123.0,At-Risk
INV003067,149.0,At-Risk
INV003068,302.0,At-Risk
INV003069,192.0,At-Risk
INV003070,132.0,At-Risk
INV003071,,Active
INV003072,,Active
INV003073,140.0,At-Risk
INV003074,123.0,At-Risk
INV003075,128.0,At-Risk
INV003076,,Active
INV003077,232.0,At-Risk
INV003078,126.0,At-Risk
INV003079,191.0,At-Risk
INV003080,118.0,At-Risk
INV003081,150.0,At-Risk
INV003082,142.0,At-Risk
INV003083,169.0,At-Risk
INV003084,227.0,At-Risk
INV003086,224.0,At-Risk
INV003087,106.0,At-Risk
INV003088,,Active
INV003089,107.0,At-Risk
INV003090,114.0,At-Risk
INV003091,199.0,At-Risk
INV003092,187.0,At-Risk
INV003093,,Active
INV003094,,Active
INV003095,175.0,At-Risk
INV003096,,Active
INV003097,121.0,At-Risk
INV003098,253.0,At-Risk
INV003099,329.0,At-Risk
INV003100,69.0,At-Risk
INV003101,215.0,At-Risk
INV003102,188.0,At-Risk
INV003103,226.0,At-Risk
INV003104,,Active
INV003105,140.0,At-Risk
INV003107,,Active
INV003108,371.0,At-Risk
INV003109,100.0,At-Risk
INV003110,196.0,At-Risk
INV003111,191.0,At-Risk
INV003112,173.0,At-Risk
INV003113,159.0,At-Risk
INV003115,125.0,At-Risk
INV003116,169.0,At-Risk
INV003117,115.0,At-Risk
INV003118,,Active
INV003119,106.0,At-Risk
INV003120,210.0,At-Risk
INV003121,87.0,At-Risk
INV003122,,Active
INV003123,232.0,At-Risk
INV003124,112.0,At-Risk
INV003125,137.0,At-Risk
INV003127,,Active
INV003128,59.0,At-Risk
INV003129,51.0,At-Risk
INV003130,156.0,At-Risk
INV003131,,Active
INV003132,321.0,At-Risk
INV003133,,Active
INV003134,172.0,At-Risk
INV003136,117.0,At-Risk
INV003137,232.0,At-Risk
INV003138,,Active
INV003139,133.0,At-Risk
INV003140,125.0,At-Risk
INV003141,225.0,At-Risk
INV003142,234.0,At-Risk
INV003143,,Active
INV003144,243.0,At-Risk
INV003145,32.0,Active
INV003146,283.0,At-Risk
INV003147,304.0,At-Risk
